time,high,low,open,close,V,BV
1508979000.0,0.05191996,0.05160123,0.05170003,0.05176496,60.18445433,3.11205673
1508979300.0,0.05184989,0.05155501,0.05176496,0.05156505,83.47855383,4.31059519
1508979600.0,0.05175595,0.05156505,0.05175593,0.05175595,59.94613088,3.09854986
1508979900.0,0.05175596,0.05156508,0.05175592,0.05175592,36.83718261,1.90538493
1508980200.0,0.05175592,0.05156508,0.05175589,0.05175592,144.63606171,7.4853225
1508980500.0,0.05187356,0.0517559,0.05175592,0.05175595,82.78041104,4.28616043
1508980800.0,0.05199989,0.05175595,0.05175595,0.05195558,173.74254189,9.00436584
1508981100.0,0.05195558,0.05159063,0.05194675,0.05195,62.80843283,3.24705038
1508981400.0,0.05195558,0.05159459,0.05195,0.05175003,81.85762375,4.23476321
1508981700.0,0.05189001,0.0516,0.05172405,0.05160303,1528.14292504,78.88837017
1508982000.0,0.05176027,0.05159459,0.05160303,0.05169999,258.01220336,13.31640641
1508982300.0,0.05195554,0.05160307,0.05160307,0.05194997,50.76844154,2.62610714
1508982600.0,0.05200382,0.0519,0.05195,0.0519,137.88327694,7.16463369
1508982900.0,0.05200379,0.0519,0.0520036,0.05190003,109.47623269,5.69055486
1508983200.0,0.05200373,0.05161328,0.05200373,0.05190009,278.81963586,14.42688948
1508983500.0,0.05190009,0.0517,0.0517,0.05190005,76.92957705,3.98658492
1508983800.0,0.05190009,0.0518,0.0518,0.05181,56.23357881,2.91451094
1508984100.0,0.05201914,0.05181,0.05181,0.05201914,166.75569833,8.65815446
1508984400.0,0.05213375,0.05201914,0.05201914,0.05203003,66.19432048,3.44487994
1508984700.0,0.05219993,0.05203,0.05203006,0.05203,50.21186541,2.61609008
1508985000.0,0.05226383,0.05203,0.05204,0.05212867,133.28044586,6.94964778
1508985300.0,0.05229147,0.05203,0.05212868,0.05211918,199.39425815,10.41613026
1508985600.0,0.05229131,0.05202093,0.05211922,0.05226997,115.05267903,6.00866458
1508985900.0,0.05227499,0.05202096,0.05226997,0.05202098,59.97838047,3.12309871
1508986200.0,0.0521173,0.05202098,0.052021,0.0521173,67.94412015,3.5357803
1508986500.0,0.0521173,0.052,0.0521173,0.052,281.33721096,14.63166774
1508986800.0,0.05219799,0.05180003,0.052,0.05219035,439.24810356,22.83587263
1508987100.0,0.05218824,0.05190009,0.05218824,0.0519001,66.47837186,3.45192243
1508987400.0,0.05219386,0.0519001,0.05211396,0.0521833,27.02637933,1.40930494
1508987700.0,0.05218327,0.05174853,0.05218327,0.05199995,212.99106075,11.05516514
1508988000.0,0.05218324,0.0518,0.05199995,0.05180003,48.65241684,2.52821362
1508988300.0,0.05211904,0.05170502,0.05180003,0.05180006,127.44437541,6.61197344
1508988600.0,0.05197398,0.05160307,0.05180006,0.0516787,108.44200169,5.6187016
1508988900.0,0.05186952,0.05156508,0.05160307,0.0516,139.44539109,7.20199086
1508989200.0,0.05185054,0.05156508,0.05160002,0.0516001,94.35274611,4.87661312
1508989500.0,0.05160014,0.05155509,0.05160014,0.05160013,330.07741829,17.02738147
1508989800.0,0.05160013,0.0515,0.05160013,0.0515,293.68457967,15.13183295
1508990100.0,0.0516,0.0515,0.0516,0.0516,216.26522843,11.14642559
1508990400.0,0.05179495,0.05151,0.05151,0.05151001,46.00935664,2.37383305
1508990700.0,0.05179499,0.05152008,0.05160652,0.05152012,21.85855975,1.12947235
1508991000.0,0.05179072,0.0516,0.05160003,0.05165,41.20335297,2.13225686
1508991300.0,0.0517904,0.05165,0.05178744,0.05177997,168.22783181,8.69102782
1508991600.0,0.05197398,0.05166,0.0517,0.0516742,208.25935391,10.79356465
1508991900.0,0.05188684,0.0516742,0.0518,0.0518,79.28715675,4.09827255
1508992200.0,0.05197398,0.0516742,0.051699,0.0516742,295.77840125,15.32651502
1508992500.0,0.05188998,0.0516742,0.0516742,0.05168,100.37847878,5.20044282
1508992800.0,0.05193997,0.05168,0.05169999,0.05168,61.44100608,3.18690678
1508993100.0,0.05190892,0.05156113,0.05168,0.05167425,142.54693393,7.3634906
1508993400.0,0.05190586,0.05167424,0.05167425,0.05183,157.01744449,8.13844637
1508993700.0,0.051902,0.05183,0.05183,0.05186,130.0240107,6.73940454
1508994000.0,0.052,0.05185,0.05186,0.05186051,233.73627008,12.1381085
1508994300.0,0.0519698,0.05185,0.05186051,0.05185,278.70668033,14.46392221
1508994600.0,0.0519,0.05185,0.05185,0.0519,146.82844238,7.61380757
1508994900.0,0.0519,0.05173,0.0519,0.05173,113.12738611,5.86455084
1508995200.0,0.0518,0.05156113,0.05173,0.05156116,119.92972464,6.20095595
1508995500.0,0.0517198,0.05156116,0.05171977,0.05171977,16.98502913,0.87733588
1508995800.0,0.05171997,0.05151001,0.05171977,0.05171997,88.61393439,4.57389291
1508996100.0,0.05171997,0.05151002,0.05171996,0.05171994,77.90703381,4.01805683
1508996400.0,0.05171997,0.05151002,0.051551,0.05171997,98.49642472,5.09066008
1508996700.0,0.05171997,0.05155528,0.05170998,0.05171995,261.83578393,13.53392063
1508997000.0,0.05176975,0.05171995,0.05171997,0.05176975,18.60642462,0.96242353
1508997300.0,0.05182787,0.05172,0.05175,0.05181,33.50736726,1.7347513
1508997600.0,0.05189999,0.0517454,0.05181,0.05189999,67.9795574,3.52603287
1508997900.0,0.0519,0.05180032,0.05187,0.0519,126.03315618,6.53989121
1508998200.0,0.0519,0.05180027,0.05181001,0.05180027,95.14801046,4.93505326
1508998500.0,0.0519,0.05175,0.05179999,0.05188096,73.77519272,3.82605957
1508998800.0,0.0519,0.05182,0.0519,0.05188096,126.2950754,6.54993463
1508999100.0,0.052,0.05182,0.05188096,0.05195,154.06628475,7.99699413
1508999400.0,0.052,0.05195,0.05199999,0.05195,129.18191316,6.71666663
1508999700.0,0.052,0.0519,0.05195,0.05190001,318.42466589,16.55548807
1509000000.0,0.051949,0.0519,0.051949,0.05190001,84.50771491,4.38724716
1509000300.0,0.05199999,0.0519,0.05190001,0.0519001,86.45993564,4.48784564
1509000600.0,0.0519001,0.05185001,0.0519001,0.0518999,77.88161798,4.04193546
1509000900.0,0.0518998,0.05172116,0.05185002,0.0518,83.42354754,4.32267172
1509001200.0,0.0518,0.0516,0.0517754,0.05165674,129.1055425,6.67443284
1509001500.0,0.0518,0.051556,0.05165673,0.05159288,144.40175273,7.45442937
1509001800.0,0.0518,0.05159319,0.0518,0.0518,45.00792602,2.32676473
1509002100.0,0.05187,0.051523,0.05160094,0.0518654,207.30552186,10.70171347
1509002400.0,0.05189999,0.05172159,0.05189999,0.05174999,79.26199833,4.10978839
1509002700.0,0.05175,0.05169999,0.05175,0.05169999,7.83911014,0.40554711
1509003000.0,0.05175,0.05162,0.05169999,0.05162,91.67579568,4.73496877
1509003300.0,0.05185,0.05161587,0.05170993,0.05175,40.35460224,2.08862573
1509003600.0,0.0518,0.05160011,0.0517,0.05177409,23.43434207,1.21262677
1509003900.0,0.05184899,0.05150001,0.0518,0.051609,125.36665338,6.47070027
1509004200.0,0.05179898,0.0515,0.051609,0.05151,92.13380144,4.75050283
1509004500.0,0.05159501,0.0515,0.0515,0.05155,154.95889452,7.98196432
1509004800.0,0.05159501,0.0515,0.05155,0.05159,50.3337822,2.59566586
1509005100.0,0.05169372,0.05150001,0.05156964,0.0516,53.22845971,2.74626284
1509005400.0,0.05166961,0.05163,0.05166961,0.05165999,92.74450936,4.7915933
1509005700.0,0.05166,0.05150001,0.05166,0.05165996,27.12512157,1.40028623
1509006000.0,0.05166961,0.0516,0.05165996,0.05166,44.85466385,2.31701296
1509006300.0,0.05175176,0.05165997,0.05166961,0.0517001,71.67680786,3.70355989
1509006600.0,0.05175176,0.05156463,0.05175176,0.05165998,59.49287641,3.07446302
1509006900.0,0.05175,0.05155997,0.05165998,0.05171159,82.67153584,4.27379741
1509007200.0,0.05171159,0.0515001,0.05171159,0.05150011,35.94456478,1.85695987
1509007500.0,0.05171158,0.0515001,0.05150011,0.05171155,59.25062177,3.05590946
1509007800.0,0.05171156,0.05150011,0.0517002,0.051503,63.48850269,3.27891918
1509008100.0,0.0516,0.051503,0.0516,0.05159999,72.92124003,3.76228989
1509008400.0,0.05171155,0.05151021,0.0516,0.05159995,26.70834246,1.37907408
1509008700.0,0.05171155,0.05158785,0.05171155,0.05165155,45.71068295,2.36094012
1509009000.0,0.0517,0.05161,0.05165155,0.0517,57.58726813,2.97501089
1509009300.0,0.05171155,0.05161,0.0517,0.05171155,68.15836688,3.52393849
1509009600.0,0.05171156,0.05159995,0.05170111,0.05159996,44.35841413,2.29023522
1509009900.0,0.05175,0.05158,0.05159996,0.05159995,117.71540414,6.07654719
1509010200.0,0.05171155,0.05157785,0.05159995,0.05171155,87.24247121,4.50329971
1509010500.0,0.05175,0.0516742,0.0516742,0.051711,66.01072406,3.41470274
1509010800.0,0.051711,0.05166294,0.051711,0.05166294,69.63308791,3.59845917
1509011100.0,0.05175,0.05156108,0.0516742,0.05156111,158.42550632,8.17759359
1509011400.0,0.05174999,0.05156111,0.05174998,0.05174979,64.61720073,3.33571792
1509011700.0,0.05174979,0.05156112,0.05174979,0.05174979,59.61139415,3.08272128
1509012000.0,0.05174979,0.05156116,0.05174979,0.05171155,49.75050304,2.5702671
1509012300.0,0.05171155,0.05156112,0.05171155,0.05156112,55.10960905,2.84267179
1509012600.0,0.05185,0.05155562,0.05156118,0.05160002,481.33349241,24.88300884
1509012900.0,0.05185,0.0516,0.05185,0.05184,108.64191003,5.61338108
1509013200.0,0.051895,0.05160003,0.05184,0.05162007,135.85073344,7.0192935
1509013500.0,0.05189999,0.05161001,0.05189499,0.05189999,84.44814016,4.37902574
1509013800.0,0.05189999,0.05161015,0.05189999,0.05164004,36.56449403,1.89146823
1509014100.0,0.05189999,0.05164035,0.05187211,0.0518999,163.27278466,8.47366633
1509014400.0,0.05189999,0.0518999,0.05189998,0.0518999,59.63262701,3.09492885
1509014700.0,0.05189998,0.05166001,0.05189998,0.0518342,63.71369262,3.30510514
1509015000.0,0.05189998,0.05166005,0.0518342,0.05166005,29.42143608,1.52480481
1509015300.0,0.05189998,0.0517,0.0518332,0.05189995,56.13189462,2.90935919
1509015600.0,0.05189998,0.0517,0.05189995,0.0517599,108.86841074,5.63721892
1509015900.0,0.0517599,0.0515,0.0517599,0.0515,413.49947848,21.31213559
1509016200.0,0.05155456,0.0511967,0.05154258,0.0511967,202.22967919,10.39618442
1509016500.0,0.0512654,0.05110974,0.05125629,0.0512654,162.71962935,8.32796833
1509016800.0,0.05128,0.05111,0.0512654,0.05114925,54.23749645,2.77637406
1509017100.0,0.051265,0.051,0.05112011,0.05100019,653.93504253,33.3650581
1509017400.0,0.051255,0.051,0.05100019,0.051,111.24331903,5.67866005
1509017700.0,0.05126141,0.051,0.051,0.05126141,131.50818166,6.72196141
1509018000.0,0.05126141,0.051002,0.05126141,0.0512,85.0119325,4.33989314
1509018300.0,0.0512,0.051002,0.051002,0.05105,114.35994029,5.84429302
1509018600.0,0.05119989,0.051002,0.05105,0.051002,104.39739278,5.32639629
1509018900.0,0.05117999,0.051,0.051002,0.051,218.58890469,11.15652304
1509019200.0,0.05105437,0.05088934,0.051,0.05099998,247.96025147,12.64319643
1509019500.0,0.05099999,0.05060816,0.05097489,0.05060817,336.79915211,17.08191369
1509019800.0,0.05060817,0.05041326,0.05060816,0.05041326,810.76584904,40.94855377
1509020100.0,0.05047474,0.0501,0.05041326,0.0503,331.68996917,16.6619979
1509020400.0,0.050495,0.050139,0.0503,0.0502222,294.48582972,14.79333956
1509020700.0,0.05034,0.05012,0.0503,0.05012985,262.98155806,13.19660198
1509021000.0,0.05019735,0.05000011,0.05012985,0.05006002,144.59007168,7.24409175
1509021300.0,0.05029899,0.05001001,0.05012985,0.05024597,417.02468088,20.90234633
1509021600.0,0.05030053,0.05010044,0.05010045,0.050256,389.04260475,19.53906093
1509021900.0,0.05031222,0.05013555,0.050256,0.05022,264.00728659,13.2582032
1509022200.0,0.05030699,0.0502,0.05022,0.0502,142.26910934,7.1538911
1509022500.0,0.05026,0.05010018,0.0502,0.05010019,187.95799024,9.43215987
1509022800.0,0.0502,0.05001001,0.05010019,0.05001002,158.37045978,7.92740161
1509023100.0,0.05026,0.05001002,0.05001002,0.05001003,376.48496503,18.85960082
1509023400.0,0.05001003,0.04999783,0.05001003,0.04999783,821.94414544,41.09860634
1509023700.0,0.05,0.04990001,0.04999783,0.05,330.92464859,16.52609354
1509024000.0,0.05007619,0.04986418,0.04999863,0.049899,460.5409891,22.98386963
1509024300.0,0.05,0.04983986,0.049899,0.05,641.83382815,32.0681902
1509024600.0,0.05036199,0.04990029,0.050076,0.05009726,107.07229073,5.36333184
1509024900.0,0.05036199,0.04995503,0.05015007,0.05,234.10948503,11.72396997
1509025200.0,0.05,0.04991,0.05,0.0499396,188.28759867,9.40487569
1509025500.0,0.04995503,0.04984006,0.0499396,0.04987532,497.85654655,24.85648979
1509025800.0,0.05046428,0.04987539,0.04987539,0.05025618,425.01428572,21.25996652
1509026100.0,0.0506,0.05001202,0.05015552,0.05015,458.20614464,23.06041343
1509026400.0,0.05039,0.05007607,0.05038029,0.05035996,48.77236076,2.44714364
1509026700.0,0.05045646,0.0502,0.05025378,0.05020013,195.60564378,9.8369221
1509027000.0,0.05039998,0.0502,0.05028365,0.05020033,196.20470095,9.86005366
1509027300.0,0.05020033,0.05003683,0.05020033,0.05003683,165.41621314,8.29486594
1509027600.0,0.05019595,0.04987895,0.05003683,0.05019592,371.46389914,18.56179702
1509027900.0,0.05019592,0.04987918,0.05019592,0.05,51.42439272,2.57495363
1509028200.0,0.05019592,0.04988059,0.04999997,0.04990725,298.69653456,14.92455884
1509028500.0,0.05016997,0.0499073,0.05,0.0501322,84.84898651,4.24303263
1509028800.0,0.05013217,0.0499071,0.05013217,0.05000026,116.82805878,5.84151244
1509029100.0,0.05006138,0.04990711,0.04990711,0.05006137,205.69724302,10.28647117
1509029400.0,0.050146,0.04991008,0.04999056,0.05,143.76368692,7.19288415
1509029700.0,0.05006137,0.04991072,0.05,0.05,140.33397869,7.01216489
1509030000.0,0.05006137,0.04991077,0.05,0.05005553,139.30317845,6.96451066
1509030300.0,0.050055,0.04991106,0.05,0.04991226,150.73102571,7.52934611
1509030600.0,0.0500003,0.04991235,0.04991235,0.05,215.76628029,10.78455057
1509030900.0,0.05006,0.04995002,0.04997501,0.05006,512.46279647,25.61413297
1509031200.0,0.05014699,0.04997501,0.04997501,0.05006131,84.53158796,4.22819035
1509031500.0,0.05005094,0.04997502,0.0499861,0.04997502,116.04764809,5.80044637
1509031800.0,0.04997734,0.04983987,0.04997502,0.04992814,294.79451635,14.72402191
1509032100.0,0.05,0.04987,0.04992814,0.04987,275.41156092,13.74356594
1509032400.0,0.04994814,0.04983986,0.04987001,0.04983986,169.6086984,8.46045051
1509032700.0,0.04994814,0.0498,0.04983986,0.04984401,285.64982308,14.23479166
1509033000.0,0.04994808,0.04984498,0.04984498,0.04993,126.0433451,6.2930014
1509033300.0,0.04994,0.04991,0.04993,0.04991,108.10659134,5.39818113
1509033600.0,0.04994814,0.0498,0.04991,0.04980001,129.60728849,6.46675709
1509033900.0,0.0499,0.04980001,0.0499,0.04985257,250.25207331,12.47200415
1509034200.0,0.0499,0.04980008,0.04982706,0.04986008,321.85210383,16.04539515
1509034500.0,0.04999999,0.04986001,0.04986006,0.04999999,144.13033959,7.19430537
1509034800.0,0.04999999,0.04977126,0.04994815,0.04990035,700.37952931,34.92087082
1509035100.0,0.04990035,0.04980001,0.04980001,0.04980002,202.53727066,10.08816925
1509035400.0,0.0498998,0.04980002,0.0498998,0.04989971,108.89154103,5.42785724
1509035700.0,0.04990035,0.0498,0.04989971,0.0499,135.66565692,6.76873221
1509036000.0,0.04990035,0.0498,0.04990035,0.0498,45.51227776,2.269612
1509036300.0,0.04989972,0.04954095,0.04985972,0.04979998,123.09524095,6.12436779
1509036600.0,0.04979997,0.04958625,0.04979787,0.04958625,57.42355617,2.85932802
1509036900.0,0.0498,0.04958626,0.04958626,0.0498,114.82761172,5.70540974
1509037200.0,0.049845,0.04966255,0.0498,0.04980938,51.4563024,2.56221292
1509037500.0,0.04986551,0.04962695,0.04980938,0.04962695,101.61817757,5.04972036
1509037800.0,0.04999999,0.04962706,0.0498,0.04980003,156.43490249,7.80732581
1509038100.0,0.05,0.04965066,0.04980003,0.04970008,143.87526314,7.15762087
1509038400.0,0.0499,0.0497,0.04970008,0.04972001,170.29844242,8.47593991
1509038700.0,0.0499,0.0497,0.0499,0.04973381,46.59688403,2.31766635
1509039000.0,0.04978993,0.04970006,0.04973381,0.04970006,94.30709431,4.68946119
1509039300.0,0.04977521,0.04968,0.04970006,0.04968003,141.45711372,7.03332686
1509039600.0,0.04977521,0.04962696,0.04968,0.04967702,104.99844872,5.21824869
1509039900.0,0.04977502,0.0496,0.04977502,0.0496,70.22473128,3.48446888
1509040200.0,0.04967699,0.0495,0.04960001,0.04955091,185.01696756,9.16843997
1509040500.0,0.0496773,0.04946553,0.0496,0.04964765,60.20887414,2.98352546
1509040800.0,0.04978,0.04946384,0.04964765,0.04967817,282.01664666,13.976909
1509041100.0,0.04967816,0.04946384,0.04967816,0.04954945,129.22977246,6.3944651
1509041400.0,0.049678,0.04946384,0.04953484,0.04949001,112.65834323,5.57960501
1509041700.0,0.049678,0.04949001,0.04960876,0.04952078,45.94871068,2.2757311
1509042000.0,0.04967799,0.04946385,0.04967288,0.04955091,99.24252643,4.917775
1509042300.0,0.049679,0.04955091,0.04967799,0.04967799,97.10359371,4.82178898
1509042600.0,0.0499,0.0495703,0.04967799,0.04981577,145.65605996,7.2531408
1509042900.0,0.0499,0.04981551,0.04981564,0.04986459,112.87058632,5.62855458
1509043200.0,0.05,0.04982001,0.0499,0.04999999,217.94123546,10.88706599
1509043500.0,0.04999999,0.04984015,0.04999999,0.04999,65.7375277,3.28627013
1509043800.0,0.04999999,0.04989004,0.04999,0.04999998,111.63902418,5.58150108
1509044100.0,0.05,0.04989028,0.04999999,0.05,309.03188097,15.44238968
1509044400.0,0.0502,0.04989095,0.04989095,0.0502,794.88997324,39.75536862
